name,age,over_all_rating,nationality,club,best_over_rating,best_position,position,potential,height,weight,foot,growth,market_value,contract,cross,stamina,total_stats,base_stats,weak_foot,skill_moves,attack_work_rate,defence_work_rate,intl_reputation,pace,shooting,passing,dribbling,defense,physical,hits,phys_index,skill_index
A. Mighten,18,59,England,Nottingham Forest,60,RM,RM LM,78,179.83,69.85,Right,19,325000.0,4,56,51,1405,318,2,2,High,Low,1,84,49,47,67,27,44,34,59.67,54.33
Valera,18,65,Spain,Atlético Madrid,66,LM,RM LM CAM,82,173.74,68.04,Left,17,1100000.0,0,65,53,1470,317,3,4,Medium,Medium,1,70,56,61,67,19,44,61,55.67,61.33
W. Seymore,28,57,United States,Sligo Rovers,57,CDM,CDM CB,57,182.88,79.83,Right,0,90000.0,0,52,64,1515,336,3,2,Medium,Medium,1,70,44,52,54,52,64,3,66.0,50.0
K. Kitazume,28,67,Japan,Kashiwa Reysol,67,RB,RB RM CDM,67,155.45,73.94,Right,0,650000.0,0,65,72,1786,385,2,2,High,Medium,1,70,54,62,64,64,71,3,71.0,60.0
S. Yoshida,23,62,Japan,Oita Trinita,62,GK,GK,68,182.88,83.01,Right,6,325000.0,0,14,21,947,335,3,1,Medium,Medium,1,66,57,59,65,32,56,4,47.67,60.33
Y. Uchida,25,65,Japan,Sagan Tosu,66,LWB,LB LM,68,173.74,62.14,Left,3,600000.0,0,65,66,1774,374,3,2,High,Medium,1,71,59,60,66,61,57,3,64.67,61.67
H. Nakama,28,69,Japan,Kashiwa Reysol,69,LM,LM RM CAM,69,173.74,63.96,Right,0,1100000.0,0,62,67,1855,387,2,3,High,Low,1,82,65,65,70,44,61,4,70.0,66.67
A. Oeynhausen,18,60,Germany,SC Paderborn 07,63,CAM,CM,76,155.45,68.04,Right,16,425000.0,1,49,52,1634,339,3,2,Medium,Medium,1,64,54,62,62,50,47,5,54.33,59.33
S. Bowen,19,55,Wales,Cardiff City,57,CAM,CAM,72,155.45,76.2,Right,17,170000.0,0,50,52,1448,316,3,2,Medium,Medium,1,71,47,54,55,38,51,4,58.0,52.0
J. Martínez,25,66,Venezuela,Philadelphia Union,67,CDM,CDM RB,71,179.83,68.95,Right,5,775000.0,0,47,64,1639,363,3,2,Medium,High,1,71,43,58,62,65,64,12,66.33,54.33
S. Portocarrero,23,60,Ecuador,Delfín SC,61,LW,LW,66,173.74,67.13,Left,6,275000.0,0,62,59,1498,330,3,2,High,Medium,1,62,58,56,63,37,54,3,58.33,59.0
Leonardo,23,70,Brazil,Urawa Red Diamonds,72,ST,ST,75,155.75,77.11,Right,5,2400000.0,2,46,52,1712,358,3,3,High,Medium,1,69,72,56,67,31,63,15,61.33,65.0
Adriano Castanheira,27,66,Portugal,FC Paços de Ferreira,66,RW,RW LW,66,155.45,66.22,Left,0,675000.0,1,65,59,1664,351,3,3,Medium,Medium,1,74,58,64,70,29,56,3,63.0,64.0
E. Otieno,23,58,Kenya,AIK,59,LWB,LB LM,65,170.69,69.85,Left,7,160000.0,3,48,71,1523,334,3,2,Medium,Medium,1,77,42,48,58,51,58,4,68.67,49.33
H. Miyuki,27,66,Japan,Shonan Bellmare,67,CM,CM CDM CAM,67,176.78,64.86,Right,1,725000.0,0,57,70,1750,368,3,2,Medium,Medium,1,62,55,66,66,58,61,3,64.33,62.33
I. Vassilev,19,62,United States,Burton Albion,62,LW,LW RW ST,82,179.83,64.86,Left,20,650000.0,0,60,54,1555,336,3,2,High,Low,1,73,62,52,66,32,51,105,59.33,60.0
C. Campos,19,53,Chile,Universidad de Chile,53,GK,GK,66,185.93,81.19,Right,13,90000.0,2,14,20,824,282,3,1,Medium,Medium,1,54,55,53,52,21,47,4,40.33,53.33
O. Dorley,21,73,Liberia,SK Slavia Praha,78,LM,CDM CM RM,83,179.83,63.05,Left,10,6000000.0,2,70,85,2068,439,4,4,Medium,High,1,86,64,74,78,67,70,152,80.33,72.0
D. Loera,21,60,United States,Orlando City SC,62,CAM,CAM CF,71,167.64,58.97,Right,11,350000.0,3,35,65,1428,309,3,3,High,Medium,1,79,41,54,67,26,42,5,62.0,54.0
J. March,23,58,England,Forest Green Rovers,60,ST,ST,67,179.83,71.21,Right,9,200000.0,0,34,65,1458,310,3,2,High,Medium,1,70,56,45,57,20,62,5,65.67,52.67
R. Quintana,25,62,Uruguay,Club Plaza Colonia,64,ST,ST RM RW,65,176.78,69.85,Right,3,375000.0,3,52,52,1455,311,3,3,Medium,Medium,1,63,59,48,64,20,57,8,57.33,57.0
J. Caicedo,25,64,Ecuador,Emelec,64,LW,LW,66,182.88,79.83,Left,2,550000.0,2,69,38,1446,322,2,3,Medium,Medium,1,68,58,56,65,23,52,3,52.67,59.67
S. Rivadeneyra,25,63,Peru,Alianza Lima,63,GK,GK,66,192.02,86.18,Right,3,350000.0,0,10,20,895,334,2,1,Medium,Medium,1,63,60,63,61,25,62,4,48.33,61.33
L. Casiani,18,56,Venezuela,Caracas FC,56,RB,RB,71,179.83,69.85,Right,15,170000.0,3,56,61,1332,280,2,2,Medium,Medium,1,54,27,46,45,53,55,3,56.67,39.33
I. Pitta,20,62,Paraguay,Olimpia Asunción,64,ST,ST,70,182.88,81.19,Right,8,450000.0,4,36,48,1405,308,3,2,High,Medium,1,65,63,38,56,24,62,5,58.33,52.33
M. Palomino,19,62,United States,Houston Dynamo,64,CAM,CAM CM,76,155.45,67.13,Right,14,650000.0,3,58,44,1528,319,3,3,High,Low,1,64,52,58,69,33,43,12,50.33,59.67
O. Bekar,19,59,Austria,SCR Altach,60,RM,RM,72,179.83,64.86,Right,13,300000.0,3,58,44,1483,307,3,2,Medium,Medium,1,71,53,56,63,23,41,3,52.0,57.33
J. Leesley,26,56,England,Harrogate Town,56,LM,LM LB,56,182.88,69.85,Left,0,100000.0,1,54,67,1506,333,4,2,High,High,1,75,44,51,59,45,59,4,67.0,51.33
M. Pinto,21,57,Chile,Coquimbo Unido,61,CAM,ST LW,67,167.64,64.86,Left,10,170000.0,3,21,60,1419,301,3,2,High,Low,1,63,56,46,62,23,51,4,58.0,54.67
Seo Ju Hwan,21,54,Korea Republic,Ulsan Hyundai FC,54,GK,GK,64,192.02,78.93,Right,10,90000.0,3,10,26,858,299,3,1,Medium,Medium,1,52,54,57,56,26,54,3,44.0,55.67
R. Cerecedo,22,56,Mexico,U.N.A.M.,56,GK,GK,64,155.75,71.21,Right,8,100000.0,1,13,36,1031,301,3,1,Medium,Medium,1,53,59,52,55,27,55,3,48.0,55.33
M. Adopo,19,58,France,Torino,60,CAM,CM CDM,71,188.98,83.91,Right,13,240000.0,2,48,53,1622,346,3,2,Medium,Medium,1,65,48,58,59,52,64,7,60.67,55.0
J. Escobar,23,57,Ecuador,CD Huachipato,59,ST,ST RW LW,65,155.75,69.85,Right,8,150000.0,0,52,62,1422,300,3,2,Medium,Medium,1,61,56,51,61,18,53,3,58.67,56.0
O. Panuco,18,60,Mexico,FC Juárez,61,CAM,LM,76,170.69,68.95,Left,16,425000.0,0,56,47,1514,320,3,2,Medium,Medium,1,69,50,57,65,36,43,4,53.0,57.33
M. Tenho,25,61,Finland,HJK Helsinki,63,CB,CB,65,192.02,82.1,Right,4,300000.0,0,25,60,1335,292,3,2,Medium,High,1,54,23,42,46,60,67,3,60.33,37.0
T. Tamas,19,58,France,Montpellier HSC,58,LB,LB,76,155.45,68.04,Left,18,250000.0,1,53,63,1386,298,3,2,High,High,1,70,32,38,49,57,52,7,61.67,39.67
T. Vargas,20,60,France,Montpellier HSC,61,CB,RB,73,179.83,68.04,Right,13,375000.0,1,51,54,1465,313,3,2,Medium,Medium,1,68,31,47,52,59,56,4,59.33,43.33
T. Moffi,21,69,Nigeria,KV Kortrijk,71,ST,ST,78,188.98,82.1,Left,9,1700000.0,2,46,66,1592,353,3,2,Medium,Medium,1,74,68,48,65,24,74,19,71.33,60.33
N. Rovella,18,58,Italy,Genoa,60,CAM,CDM,77,155.45,69.85,Right,19,250000.0,3,52,48,1612,328,3,2,Medium,Medium,1,60,44,61,62,52,49,5,52.33,55.67
S. Ayukawa,18,55,Japan,Sanfrecce Hiroshima,57,ST,ST CF,71,167.64,60.78,Right,16,170000.0,0,33,71,1443,287,3,2,High,Medium,1,58,56,42,49,31,51,4,60.0,49.0
K. Taylor,18,64,Netherlands,Ajax,66,CAM,CM,84,155.45,69.85,Left,20,925000.0,3,71,52,1791,373,4,3,Medium,Medium,1,65,60,70,66,56,56,181,57.67,65.33
B. Hernández,21,63,Ecuador,Delfín SC,63,RB,RB,70,179.83,72.12,Right,7,475000.0,0,63,56,1447,330,3,2,Medium,High,1,80,28,47,56,60,59,3,65.0,43.67
T. Bartouche,23,52,France,FC Lorient,52,GK,GK,59,185.93,78.02,Right,7,50000.0,1,14,30,865,289,2,1,Medium,Medium,1,58,49,49,57,29,47,4,45.0,51.67
M. Rivera,18,60,France,AS Saint-Étienne,61,CAM,RW ST LW,78,170.69,68.04,Right,18,425000.0,1,49,50,1470,316,3,2,High,Medium,1,75,57,53,64,25,42,11,55.67,58.0
Bubacar Djaló,23,64,Portugal,HJK Helsinki,66,CB,CDM CM,73,188.98,83.01,Right,9,650000.0,1,29,73,1533,333,3,2,Low,High,1,59,34,50,54,63,73,5,68.33,46.0
J. Sekidika,23,66,Nigeria,Galatasaray SK,67,RM,RM RW CF,72,179.83,68.04,Right,6,875000.0,3,66,55,1588,355,3,2,High,Medium,1,88,61,60,67,29,50,19,64.33,62.67
L. Torres,22,63,Argentina,Patronato,64,CM,CM CDM,70,155.75,69.85,Right,7,500000.0,0,47,72,1653,351,3,2,Medium,Medium,1,66,48,61,59,54,63,3,67.0,56.0
R. Robinson,21,58,United States,Inter Miami,60,ST,ST,70,155.45,69.85,Right,12,230000.0,0,36,58,1386,298,3,2,Medium,Medium,1,65,59,44,56,19,55,9,59.33,53.0
D. Ulysse,21,58,Haiti,Inter Miami,58,RB,RB,66,176.78,60.78,Right,8,170000.0,0,51,65,1384,305,3,2,Medium,Medium,1,72,26,47,56,50,54,3,63.67,43.0
D. Nealis B,21,54,United States,Inter Miami,54,RB,RB RWB,63,155.75,78.93,Right,9,100000.0,3,52,53,1303,290,3,2,Medium,Medium,1,58,35,45,46,50,56,5,55.67,42.0
R. Königsdörffer,18,60,Germany,SG Dynamo Dresden,62,ST,ST,78,155.45,72.12,Right,18,425000.0,1,33,56,1434,309,3,2,Medium,Medium,1,77,60,41,58,23,50,28,61.0,53.0
S. Abe,22,60,Japan,FC Tokyo,63,CDM,CM CDM,68,173.74,67.13,Right,8,300000.0,0,46,68,1669,356,3,2,Medium,High,1,61,55,58,61,57,64,3,64.33,58.0
H. Nakamura,22,59,Japan,FC Tokyo,60,CB,RB LB,65,155.45,72.12,Right,6,190000.0,0,51,65,1381,294,3,2,Medium,High,1,59,27,44,40,58,66,5,63.33,37.0
D. Dike,20,63,United States,Orlando City SC,65,ST,ST,77,188.98,99.79,Right,14,825000.0,1,30,59,1432,321,3,2,High,Low,1,70,61,43,50,19,78,88,69.0,51.33
J. Villeda,21,68,Mexico,Tiburones Rojos de Veracruz,68,GK,GK,76,185.93,79.83,Right,8,1000000.0,2,11,23,960,368,2,1,Medium,Medium,1,69,64,65,72,28,70,5,54.0,67.0
P. Adorno,24,64,Paraguay,Club Libertad,66,CB,CB LB,70,182.88,79.83,Left,6,550000.0,3,41,51,1365,290,2,2,Medium,Medium,1,40,31,42,48,64,65,3,52.0,40.33
M. Abeijón,20,63,Uruguay,Liverpool Fútbol Club,65,ST,ST,72,179.83,72.12,Left,9,575000.0,3,41,51,1447,312,3,2,High,Medium,1,68,63,44,61,22,54,3,57.67,56.0
S. Amorín,25,66,Uruguay,Liverpool Fútbol Club,66,GK,GK,71,182.88,83.01,Right,5,625000.0,3,11,21,1031,363,2,1,Medium,Medium,1,65,69,64,61,39,65,3,50.33,64.67
S. Vasilantonopoulos,28,67,Greece,AEK Athens,67,RB,RB CDM,67,155.75,67.13,Right,0,650000.0,3,61,90,1714,371,2,3,High,Medium,1,79,53,54,60,61,64,8,77.67,55.67
C. Zúñiga,28,62,Colombia,Alianza Lima,62,ST,ST,62,155.45,72.12,Right,0,325000.0,0,34,69,1499,318,3,3,Medium,Medium,1,60,62,47,64,22,63,4,64.0,57.67
J. Moreno,20,55,Venezuela,Caracas FC,57,CB,CB,68,182.88,73.03,Right,13,140000.0,0,34,54,1268,274,2,2,Medium,Medium,1,52,27,40,42,53,60,3,55.33,36.33
A. Barboza,25,56,Uruguay,Centro Atlético Fénix,59,CDM,CB CDM,61,155.45,76.2,Right,5,110000.0,1,49,72,1469,310,3,2,Medium,High,1,49,35,53,53,56,64,3,61.67,47.0
D. Ramírez,25,55,Peru,Club Atlético Grau,57,CAM,CM,60,179.83,72.12,Right,5,100000.0,0,46,64,1473,318,3,2,Medium,High,1,62,52,51,58,41,54,3,60.0,53.67
L. Rojas,18,57,Chile,Crotone,59,CAM,CAM CM,79,155.75,82.1,Right,22,230000.0,3,48,65,1411,316,3,2,Medium,Low,1,64,49,56,58,34,55,18,61.33,54.33
S. Müller,19,57,Germany,DSC Arminia Bielefeld,59,ST,ST,76,155.75,73.94,Right,19,220000.0,2,28,54,1324,278,3,2,High,Medium,1,54,58,43,55,17,51,4,53.0,52.0
D. Olivera,20,59,Uruguay,Peñarol,61,CAM,RM ST,68,185.93,76.2,Right,9,240000.0,0,43,60,1489,325,3,2,Medium,Medium,1,58,50,55,60,44,58,3,58.67,55.0
Y. Obata,18,62,Japan,Vegalta Sendai,62,GK,GK,77,182.88,78.93,Right,15,525000.0,1,13,27,1038,343,3,1,Medium,Medium,1,65,59,56,70,44,49,8,47.0,61.67
R. Nuñez,22,60,Uruguay,Centro Atlético Fénix,62,CAM,CM,68,170.69,67.13,Right,8,300000.0,1,41,62,1539,327,3,2,Medium,Medium,1,60,52,54,62,49,50,3,57.33,56.0
M. García,19,58,Mexico,U.N.A.M.,61,CAM,CM,70,167.64,62.14,Right,12,220000.0,0,40,52,1598,341,3,2,High,Medium,1,73,53,57,61,44,53,6,59.33,57.0
J. Carabalí,23,61,Ecuador,Universidad Católica del Ecuador,63,CAM,CM,67,179.83,68.95,Right,6,350000.0,3,36,72,1546,338,3,3,Medium,Medium,1,62,47,53,65,51,60,9,64.67,55.0
J. Aguilar,27,65,Paraguay,Club Tijuana,67,CB,CB,68,182.88,77.11,Right,3,575000.0,1,35,58,1447,312,4,2,Low,High,1,56,31,44,48,67,66,3,60.0,41.0
Edi Semedo,21,64,Portugal,Os Belenenses,65,RM,RW LW ST,74,155.75,66.22,Right,10,725000.0,2,59,55,1462,323,3,3,High,Medium,1,86,50,54,68,24,41,7,60.67,57.33
I. Shkurin,20,65,Belarus,PFC CSKA Moscow,67,ST,ST,74,188.98,79.83,Right,9,850000.0,3,54,58,1602,351,3,2,Medium,Medium,1,72,64,56,62,34,63,15,64.33,60.67
L. Badé,20,62,France,Racing Club de Lens,64,CB,CB,75,192.02,79.83,Right,13,550000.0,2,31,67,1372,305,3,2,Low,High,1,60,29,42,45,62,67,28,64.67,38.67
L. Ramírez,22,62,Venezuela,Caracas FC,64,CAM,CM,68,155.45,73.03,Right,6,400000.0,1,44,72,1582,345,5,2,Medium,Medium,1,61,55,58,62,49,60,3,64.33,58.33
D. Tijanić,22,63,Slovenia,Raków Częstochowa,65,CAM,CAM CM,70,179.83,67.13,Right,7,525000.0,1,58,68,1766,376,4,4,High,Medium,1,69,61,60,65,54,67,4,68.0,62.0
H. Kessler,22,59,United States,New England Revolution,61,CB,CB,69,195.07,83.91,Right,10,230000.0,0,22,60,1281,286,3,2,Low,Medium,1,57,27,35,43,59,65,6,60.67,35.0
J. Márquez,20,65,Mexico,Club Atlas,68,RWB,CDM CM,80,155.45,68.04,Right,15,1100000.0,2,58,78,1758,386,3,2,Medium,High,1,75,54,60,66,63,68,26,73.67,60.0
Tomás Castro,21,62,Portugal,Os Belenenses,64,CAM,CAM CM LM,74,155.75,73.94,Right,12,550000.0,1,56,48,1620,339,3,3,High,Medium,1,63,58,63,64,39,52,10,54.33,61.67
J. Rivas,17,62,Mexico,U.N.A.M.,62,RB,RB,79,173.74,62.14,Right,17,550000.0,0,58,64,1439,308,3,2,Medium,High,1,68,32,42,56,62,48,28,60.0,43.33
K. Elliott,19,54,England,Cork City,56,ST,ST,71,185.93,74.84,Right,17,150000.0,0,31,52,1311,283,3,2,High,Low,1,66,54,40,52,20,51,5,56.33,48.67
N. Kenneh,16,55,England,Leeds United,56,CDM,CB CDM RB,78,192.02,77.11,Right,23,160000.0,1,38,60,1381,303,3,2,Medium,Medium,1,58,34,47,52,53,59,6,59.0,44.33
S. Zamora,17,57,Mexico,Club León,59,CAM,CAM,72,176.78,67.13,Right,15,210000.0,4,39,57,1530,320,3,2,Medium,Medium,1,65,45,55,62,44,49,6,57.0,54.0
A. Liebeskind,35,61,Venezuela,AC Mineros de Guayana,61,GK,GK,61,155.75,72.12,Right,0,70000.0,0,15,24,962,331,3,1,Medium,Medium,1,60,59,61,62,29,60,3,48.0,60.67
E. González,30,61,Venezuela,AC Mineros de Guayana,61,GK,GK,62,182.88,82.1,Left,1,200000.0,0,15,22,923,318,3,1,Medium,Medium,1,59,60,59,60,21,59,3,46.67,59.67
E. Munjoma,21,54,United States,FC Dallas,55,ST,RB,65,155.45,69.85,Right,11,110000.0,4,67,74,1445,307,3,2,High,Medium,1,57,54,44,50,47,55,4,62.0,49.33
A. Benítez,26,68,Paraguay,Olimpia Asunción,68,RB,RB,71,155.45,73.94,Right,3,975000.0,3,65,63,1698,367,2,2,Medium,High,1,76,43,58,65,64,61,4,66.67,55.33
T. Beason,23,55,United States,San Jose Earthquakes,57,CB,CB,61,185.93,78.93,Left,6,100000.0,0,28,61,1261,270,2,2,Low,Medium,1,60,25,35,34,58,58,6,59.67,31.33
J. Cifuentes,21,61,Ecuador,Los Angeles FC,62,CDM,CDM CM,76,176.78,69.85,Right,15,525000.0,1,34,45,1466,310,3,2,Medium,High,1,58,32,53,53,61,53,15,52.0,46.0
Pablo Gozálbez,19,64,Spain,Valencia CF,66,CAM,CAM CF,79,173.74,64.86,Right,15,975000.0,0,50,53,1693,357,3,4,High,Medium,1,65,63,62,65,49,53,14,57.0,63.33
S. Cartagena,17,61,Uruguay,Nacional de Montevideo,62,CDM,CDM CM CAM,81,179.83,73.03,Right,20,475000.0,0,33,60,1543,336,3,2,Medium,High,1,65,37,53,60,60,61,64,62.0,50.0
R. Orihuela,19,62,Uruguay,Nacional de Montevideo,62,RB,RB CB,75,182.88,73.94,Right,13,525000.0,0,61,64,1460,325,2,2,Medium,High,1,76,30,45,55,58,61,13,67.0,43.33
A. Morris,18,58,United States,Columbus Crew SC,59,CDM,CDM,69,155.45,72.12,Right,11,190000.0,2,37,65,1585,344,4,2,Medium,Medium,1,70,49,53,59,53,60,4,65.0,53.67
S. Gollnack,18,55,Germany,SG Dynamo Dresden,57,ST,ST,71,182.88,78.02,Right,16,170000.0,1,31,47,1315,278,3,2,Medium,Medium,1,64,54,40,51,19,50,6,53.67,48.33
S. Ngapandouetnbu,17,59,Cameroon,Olympique de Marseille,59,GK,GK,74,188.98,73.03,Right,15,250000.0,1,11,26,878,320,3,1,Medium,Medium,1,62,58,59,66,21,54,20,47.33,61.0
B. Milovanov,22,66,Ukraine,Real Sporting de Gijón,66,RB,RB,76,155.45,74.84,Right,10,925000.0,3,63,64,1572,338,3,3,Medium,Medium,1,68,35,47,63,65,60,9,64.0,48.33
M. El Ghezouani,22,59,Morocco,Elche CF,61,ST,ST,67,185.93,79.83,Right,8,230000.0,0,37,61,1423,294,3,3,Medium,Low,1,51,61,47,55,23,57,3,56.33,54.33
Y. Oda,18,54,Japan,Vissel Kobe,56,ST,CF,70,155.75,77.11,Right,16,140000.0,1,41,47,1426,321,3,2,Medium,Low,1,64,49,49,57,38,64,5,58.33,51.67
Juande,20,65,Spain,Málaga CF,67,CB,CB CDM,78,185.93,78.02,Right,13,975000.0,2,33,56,1457,315,3,2,Medium,Medium,1,62,31,43,48,66,65,11,61.0,40.67
M. Sündermann,22,58,Germany,Hannover 96,58,GK,GK,65,185.93,78.93,Right,7,140000.0,0,8,32,947,329,2,1,Medium,Medium,1,63,55,60,55,42,54,3,49.67,56.67
J. Recalde,28,65,Paraguay,Olimpia Asunción,65,ST,ST CAM,65,155.45,83.01,Right,0,550000.0,2,34,55,1524,324,4,2,High,Low,1,64,67,48,66,20,59,4,59.33,60.33
W. Ibarrola,23,61,Paraguay,Olimpia Asunción,61,RB,RB,67,176.78,69.85,Right,6,300000.0,0,58,60,1415,308,2,2,Medium,High,1,68,29,47,51,57,56,3,61.33,42.33
L. Tramoni,17,60,France,AC Ajaccio,61,CAM,RM,77,179.83,68.04,Left,17,400000.0,0,59,54,1586,336,3,3,Medium,Medium,1,68,55,59,63,39,52,11,58.0,59.0
B. Anunga,23,57,Cameroon,Nashville SC,59,CAM,CM CDM,63,155.75,81.19,Right,6,140000.0,0,49,41,1512,322,4,3,High,High,1,64,40,58,54,48,58,3,54.33,50.67
E. Lopez,21,54,United States,LA Galaxy,54,GK,GK,67,182.88,74.84,Left,13,110000.0,1,11,16,830,292,2,1,Medium,Medium,1,57,51,53,59,23,49,5,40.67,54.33
R. Marshall,25,64,Northern Ireland,Shamrock Rovers,64,RB,RB CM,69,155.45,73.94,Right,5,525000.0,0,62,59,1622,351,2,2,High,Medium,1,68,42,60,61,61,59,6,62.0,54.33
J. Gutiérrez,28,63,Peru,Oriente Petrolero,63,CAM,CAM,63,173.74,63.05,Left,0,375000.0,1,47,61,1615,346,4,2,High,Medium,1,61,60,57,69,38,61,4,61.0,62.0
J. Browne,19,48,Republic of Ireland,Finn Harps,50,ST,ST,58,155.75,73.03,Right,10,45000.0,0,33,34,1181,245,2,2,Medium,Medium,1,54,50,38,44,15,44,4,44.0,44.0
João Felipe,19,64,Brazil,SK Slavia Praha,65,RM,LW RW,77,173.74,68.95,Right,13,850000.0,2,56,67,1637,348,3,3,Medium,Medium,1,81,59,56,68,26,58,17,68.67,61.0
Moreno,18,61,Spain,Rayo Vallecano,62,LM,LM RM,79,179.83,69.85,Left,18,525000.0,1,64,52,1532,327,4,3,Medium,Medium,1,66,57,58,63,36,47,16,55.0,59.33
C. Núñez,26,61,Uruguay,Centro Atlético Fénix,62,CDM,CDM,65,155.45,72.12,Right,4,300000.0,1,45,53,1470,313,3,2,Medium,High,1,60,32,54,54,59,54,4,55.67,46.67
H. Calderón,26,61,Venezuela,Aragua FC,63,CM,CM,63,176.78,68.04,Right,2,300000.0,3,39,65,1530,339,4,3,Medium,Medium,1,60,54,55,60,50,60,4,61.67,56.33
E. Shamir,25,69,Israel,Standard de Liège,71,CM,CM CDM,72,185.93,77.11,Right,3,1300000.0,2,42,79,1857,395,3,3,Medium,Medium,1,65,63,62,66,67,72,8,72.0,63.67
J. Pósito,30,62,Peru,Cusco FC,62,ST,ST,62,155.45,71.21,Right,0,300000.0,0,37,44,1433,301,3,2,High,Low,1,60,63,46,62,21,49,3,51.0,57.0
M. Delgado,32,61,Peru,Cusco FC,61,CB,CB CDM,61,188.98,69.85,Right,0,160000.0,0,35,58,1410,302,3,2,Low,High,1,61,29,43,42,62,65,3,61.33,38.0
J. Pretel,36,62,Peru,Cusco FC,62,GK,GK,62,188.98,88.9,Right,0,50000.0,0,15,42,986,341,2,1,Medium,Medium,1,61,62,62,63,32,61,3,54.67,62.33
P. Gutiérrez,28,61,Peru,Cusco FC,61,RW,RW,61,176.78,69.85,Right,0,250000.0,0,61,41,1478,325,3,2,High,Low,1,70,61,59,62,27,46,3,52.33,60.67
S. Berhalter,19,57,United States,Columbus Crew SC,59,CAM,CDM,74,179.83,69.85,Right,17,210000.0,2,39,61,1596,338,3,2,Medium,Medium,1,69,43,55,62,50,59,5,63.0,53.33
J. Stansfield,17,58,England,Fulham,60,ST,ST CF,80,155.75,71.21,Right,22,275000.0,0,37,64,1417,313,3,2,High,Medium,1,74,58,45,61,23,52,50,63.33,54.67
D. Ochsenham,20,52,Australia,Adelaide United,52,GK,GK,64,195.07,84.82,Right,12,70000.0,0,12,20,818,284,2,1,Medium,Medium,1,54,51,50,53,25,51,3,41.67,51.33
A. Slimane,19,63,Denmark,Brøndby IF,65,CAM,CM,79,188.98,79.83,Right,16,775000.0,3,51,67,1672,366,4,3,High,High,1,63,53,61,67,52,70,37,66.67,60.33
E. Maddy,18,61,Netherlands,FC Utrecht,63,RM,RW LW,77,155.45,71.21,Right,16,525000.0,1,58,54,1462,328,3,3,Medium,Low,1,86,53,54,66,26,43,6,61.0,57.67
V. Guzmán,18,61,Mexico,Club Tijuana,63,CB,CB,81,155.75,74.84,Right,20,475000.0,1,32,61,1431,309,3,2,Medium,Medium,1,67,32,40,45,63,62,34,63.33,39.0
A. Adli,20,64,France,Toulouse Football Club,65,CAM,LM,77,179.83,59.87,Left,13,875000.0,0,58,38,1519,324,3,2,Medium,Medium,1,70,56,62,68,34,34,6,47.33,62.0
S. Zobo,19,58,Cameroon,Toulouse Football Club,60,ST,ST,69,155.75,68.04,Right,11,210000.0,1,34,69,1412,292,3,2,High,Medium,1,55,61,42,55,23,56,5,60.0,52.67
M. Hosoya,18,58,Japan,Kashiwa Reysol,60,ST,ST,73,155.45,68.95,Right,15,275000.0,0,37,41,1407,309,3,2,Medium,Medium,1,73,57,40,58,28,53,5,55.67,51.67
F. Unoki,18,57,Japan,Kashiwa Reysol,57,LW,LW LM,71,170.69,67.13,Left,14,210000.0,2,60,31,1422,303,2,2,Medium,Medium,1,81,47,48,62,29,36,3,49.33,52.33
T. Suslov,18,59,Slovakia,FC Groningen,60,LM,RM CAM,77,179.83,64.86,Left,18,325000.0,4,64,51,1512,315,3,3,Medium,Medium,1,67,50,59,63,32,44,23,54.0,57.33
K. Slor,18,60,Netherlands,FC Groningen,61,RM,LM,76,155.75,77.11,Right,16,425000.0,1,57,37,1470,323,3,3,High,Medium,1,76,50,54,65,28,50,5,54.33,56.33
T. Poll,18,60,Netherlands,FC Groningen,60,LB,LB,73,155.75,69.85,Left,13,350000.0,0,59,59,1549,336,4,2,High,Medium,1,68,43,52,61,54,58,7,61.67,52.0
M. Bakker,19,61,Netherlands,AZ Alkmaar,61,GK,GK,73,188.98,74.84,Right,12,350000.0,2,14,24,940,328,2,1,Medium,Medium,1,64,59,61,61,28,55,5,47.67,60.33
A. Colassin,19,66,Belgium,RSC Anderlecht,68,ST,ST CAM,80,155.75,73.03,Right,14,1400000.0,4,36,57,1540,338,3,3,Medium,Medium,1,76,66,53,67,20,56,27,63.0,62.0
E. Sierra,18,57,Belgium,KRC Genk,60,CAM,CM CAM,74,173.74,63.05,Right,17,210000.0,2,38,51,1507,316,3,2,High,High,1,66,48,56,62,46,38,5,51.67,55.33
A. Dumitrescu,19,56,Romania,Sepsi OSK,56,LB,LB,73,155.45,69.85,Left,17,180000.0,3,49,67,1364,297,2,2,Medium,Medium,1,73,35,41,37,52,59,3,66.33,37.67
N. Kuveljić,23,63,Serbia,Wisła Kraków,64,CDM,CDM CM,71,195.07,84.82,Left,8,500000.0,2,38,63,1568,354,3,2,High,Medium,1,65,48,53,56,60,72,3,66.67,52.33
Vítor Ferreira,20,66,Portugal,Wolverhampton Wanderers,69,CAM,CM,83,176.78,63.96,Right,17,1400000.0,0,60,63,1773,368,3,3,Medium,Medium,1,72,57,67,72,51,49,171,61.33,65.33
Paulo Estrela,21,60,Portugal,Portimonense SC,62,CB,CDM,70,173.74,66.22,Right,10,300000.0,1,46,60,1671,344,2,2,Medium,Medium,1,65,49,55,55,59,61,3,62.0,53.0
F. Paredes,21,62,Argentina,Defensa y Justicia,64,CB,CB RB,75,155.75,73.94,Right,13,550000.0,0,49,67,1665,355,3,2,High,Medium,1,75,38,55,62,59,66,6,69.33,51.67
